DB	DB_Object_ID	DB_Object_Symbol	Qualifier 	GO ID	DB:Reference	Evidence												
SGD	S000007265	AI5_ALPHA		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR000883	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR023615	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR023616	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR036927	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0016021	SGD_REF:S000124036	IEA	InterPro:IPR000883	C	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0020037	SGD_REF:S000124036	IEA	InterPro:IPR000883	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	InterPro				
SGD	S000007265	AI5_ALPHA		GO:0004519	PMID:1314207|SGD_REF:S000048803	IMP		F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20021119	SGD				
SGD	S000007265	AI5_ALPHA		GO:0016020	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0472	C	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	UniProt				
SGD	S000007265	AI5_ALPHA		GO:0016020	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0162	C	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	UniProt				
SGD	S000007265	AI5_ALPHA		GO:0009060	SGD_REF:S000185201	IBA	PANTHER:PTN000046094	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170112	GO_Central				
SGD	S000007265	AI5_ALPHA		GO:0006397	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0507	P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	UniProt				
SGD	S000007265	AI5_ALPHA		GO:0004518	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0540	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	UniProt				
SGD	S000007265	AI5_ALPHA		GO:0006316	PMID:1314207|SGD_REF:S000048803	IMP		P	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20021119	SGD				
SGD	S000007265	AI5_ALPHA	contributes_to	GO:0004129	SGD_REF:S000185201	IBA	PANTHER:PTN000046094	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170112	GO_Central				
SGD	S000007265	AI5_ALPHA		GO:0005751	SGD_REF:S000185201	IBA	PANTHER:PTN000046096	C	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170112	GO_Central				
SGD	S000007265	AI5_ALPHA		GO:0016787	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0378	F	Endonuclease I-SceIV	Q0070|intron-encoded DNA endonuclease aI5 alpha	gene	taxon:559292	20170902	UniProt				
SGD	S000007266	AI5_BETA		GO:0006314	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0404	P	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20170902	UniProt				
SGD	S000007266	AI5_BETA		GO:0016787	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0378	F	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20170902	UniProt				
SGD	S000007266	AI5_BETA		GO:0003723	SGD_REF:S000185201	IBA	PANTHER:PTN002190049	F	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20150930	GO_Central				
SGD	S000007266	AI5_BETA		GO:0034337	SGD_REF:S000185201	IBA	PANTHER:PTN002190049	P	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20150930	GO_Central				
SGD	S000007266	AI5_BETA		GO:0003677	SGD_REF:S000185201	IBA	PANTHER:PTN002190049	F	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20150930	GO_Central				
SGD	S000007266	AI5_BETA		GO:0090305	SGD_REF:S000185202	IEA	GO:0004518	P	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20170902	GOC				
SGD	S000007266	AI5_BETA		GO:0090305	SGD_REF:S000185202	IEA	GO:0004519	P	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20170902	GOC				
SGD	S000007266	AI5_BETA		GO:0000372	SGD_REF:S000185201	IBA	PANTHER:PTN002190049	P	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20150930	GO_Central				
SGD	S000007266	AI5_BETA		GO:0006259	SGD_REF:S000185201	IBA	PANTHER:PTN002190049	P	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20150930	GO_Central				
SGD	S000007266	AI5_BETA		GO:0005739	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0173	C	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20170902	UniProt				
SGD	S000007266	AI5_BETA		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20170902	UniProt				
SGD	S000007266	AI5_BETA		GO:0004518	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0540	F	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20170902	UniProt				
SGD	S000007266	AI5_BETA		GO:0004519	SGD_REF:S000124036	IEA	InterPro:IPR004860	F	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20170902	InterPro				
SGD	S000007266	AI5_BETA		GO:0004519	SGD_REF:S000124036	IEA	InterPro:IPR027434	F	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20170902	InterPro				
SGD	S000007266	AI5_BETA		GO:0004536	SGD_REF:S000185201	IBA	PANTHER:PTN002190049	F	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20150930	GO_Central				
SGD	S000007266	AI5_BETA		GO:0005739	PMID:9872396|SGD_REF:S000058438	TAS		C	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20021119	SGD				
SGD	S000007266	AI5_BETA		GO:0003674	SGD_REF:S000069584	ND		F	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20020925	SGD				
SGD	S000007266	AI5_BETA		GO:0004519	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0255	F	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20170902	UniProt				
SGD	S000007266	AI5_BETA		GO:0008150	SGD_REF:S000069584	ND		P	Protein of unknown function	Q0075|intron-encoded DNA endonuclease aI5 beta	gene	taxon:559292	20020925	SGD				
SGD	S000005357	AIF1		GO:0000304	PMID:11409174|SGD_REF:S000060708	IMP		P	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20011228	SGD				
SGD	S000005357	AIF1		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	UniProt				
SGD	S000005357	AIF1		GO:0005886	PMID:11409174|SGD_REF:S000060708	ISS		C	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20011228	SGD				
SGD	S000005357	AIF1		GO:0016491	SGD_REF:S000124036	IEA	InterPro:IPR023753	F	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	InterPro				
SGD	S000005357	AIF1		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR023753	P	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	InterPro				
SGD	S000005357	AIF1		GO:0005739	PMID:15381687|SGD_REF:S000079920	IDA		C	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20050208	SGD				
SGD	S000005357	AIF1		GO:0005634	PMID:15381687|SGD_REF:S000079920	IDA		C	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20050208	SGD				
SGD	S000005357	AIF1		GO:0043065	PMID:15381687|SGD_REF:S000079920	IMP		P	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20050208	SGD				
SGD	S000005357	AIF1		GO:0005741	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-1000	C	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	UniProt				
SGD	S000005357	AIF1		GO:0005741	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0172	C	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	UniProt				
SGD	S000005357	AIF1		GO:0005634	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0539	C	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	UniProt				
SGD	S000005357	AIF1		GO:0005634	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0191	C	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	UniProt				
SGD	S000005357	AIF1		GO:0006915	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0053	P	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	UniProt				
SGD	S000005357	AIF1		GO:0016491	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0560	F	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	UniProt				
SGD	S000005357	AIF1		GO:0019646	SGD_REF:S000185201	IBA	PANTHER:PTN000531058	P	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20160923	GO_Central				
SGD	S000005357	AIF1		GO:0055114	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0560	P	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	UniProt				
SGD	S000005357	AIF1		GO:0016020	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0472	C	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	UniProt				
SGD	S000005357	AIF1		GO:0003955	SGD_REF:S000185201	IBA	PANTHER:PTN000531058	F	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20160923	GO_Central				
SGD	S000005357	AIF1		GO:0016021	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0812	C	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20170902	UniProt				
SGD	S000005357	AIF1		GO:0016668	PMID:11409174|SGD_REF:S000060708	ISS		F	Mitochondrial cell death effector	YNR074C|CPD1	gene	taxon:559292	20011228	SGD				
SGD	S000000889	AIM10		GO:0004812	SGD_REF:S000124036	IEA	InterPro:IPR002314	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000000889	AIM10		GO:0006433	SGD_REF:S000124036	IEA	InterPro:IPR002316	P	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000000889	AIM10		GO:0006433	SGD_REF:S000124036	IEA	InterPro:IPR004500	P	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000000889	AIM10		GO:0005739	PMID:16823961|SGD_REF:S000117178	IDA		C	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20061212	SGD				
SGD	S000000889	AIM10		GO:0000166	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0547	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	UniProt				
SGD	S000000889	AIM10		GO:0004812	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0030	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	UniProt				
SGD	S000000889	AIM10		GO:0008150	SGD_REF:S000069584	ND		P	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20090327	SGD				
SGD	S000000889	AIM10		GO:0004827	PMID:10592175|SGD_REF:S000072463	ISS		F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20030205	SGD				
SGD	S000000889	AIM10		GO:0016874	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0436	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	UniProt				
SGD	S000000889	AIM10		GO:0006412	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0648	P	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	UniProt				
SGD	S000000889	AIM10		GO:0005739	PMID:24769239|SGD_REF:S000175707	IDA		C	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20150803	SGD				
SGD	S000000889	AIM10		GO:0004827	SGD_REF:S000124036	IEA	InterPro:IPR002316	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000000889	AIM10		GO:0004827	SGD_REF:S000124036	IEA	InterPro:IPR004500	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000000889	AIM10		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	UniProt				
SGD	S000000889	AIM10		GO:0005739	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0173	C	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	UniProt				
SGD	S000000889	AIM10		GO:0005737	SGD_REF:S000124036	IEA	InterPro:IPR002316	C	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000000889	AIM10		GO:0005737	SGD_REF:S000124036	IEA	InterPro:IPR004500	C	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000000889	AIM10		GO:0005524	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0067	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	UniProt				
SGD	S000000889	AIM10		GO:0006418	SGD_REF:S000124036	IEA	InterPro:IPR002314	P	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000000889	AIM10		GO:0000166	SGD_REF:S000124036	IEA	InterPro:IPR002314	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000000889	AIM10		GO:0004827	SGD_REF:S000124037	IEA	EC:6.1.1.15	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	UniProt				
SGD	S000000889	AIM10		GO:0005524	SGD_REF:S000124036	IEA	InterPro:IPR002314	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000000889	AIM10		GO:0005524	SGD_REF:S000124036	IEA	InterPro:IPR002316	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000000889	AIM10		GO:0005524	SGD_REF:S000124036	IEA	InterPro:IPR004500	F	Protein with similarity to tRNA synthetases	YER087W|putative proline--tRNA ligase AIM10	gene	taxon:559292	20170902	InterPro				
SGD	S000002960	AIM11		GO:0005739	PMID:26928762|SGD_REF:S000183046	IDA		C	Protein of unknown function	YER093C-A|GEP8	gene	taxon:559292	20160603	SGD				
SGD	S000002960	AIM11		GO:0016020	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0162	C	Protein of unknown function	YER093C-A|GEP8	gene	taxon:559292	20170902	UniProt				
SGD	S000002960	AIM11		GO:0016020	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0472	C	Protein of unknown function	YER093C-A|GEP8	gene	taxon:559292	20170902	UniProt				
SGD	S000002960	AIM11		GO:0016021	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0812	C	Protein of unknown function	YER093C-A|GEP8	gene	taxon:559292	20170902	UniProt				
SGD	S000002960	AIM11		GO:0008150	SGD_REF:S000069584	ND		P	Protein of unknown function	YER093C-A|GEP8	gene	taxon:559292	20030422	SGD				
SGD	S000002960	AIM11		GO:0003674	SGD_REF:S000069584	ND		F	Protein of unknown function	YER093C-A|GEP8	gene	taxon:559292	20030422	SGD				
SGD	S000003128	AIM14		GO:0016020	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0162	C	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20170902	UniProt				
SGD	S000003128	AIM14		GO:0016020	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0472	C	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20170902	UniProt				
SGD	S000003128	AIM14		GO:0016021	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0812	C	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20170902	UniProt				
SGD	S000003128	AIM14		GO:0006811	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0406	P	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20170902	UniProt				
SGD	S000003128	AIM14		GO:0006915	PMID:22586098|SGD_REF:S000149671	IGI	SGD:S000005723	P	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20130306	SGD				
SGD	S000003128	AIM14	NOT	GO:0000293	PMID:22586098|SGD_REF:S000149671	IMP		F	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20130306	SGD				
SGD	S000003128	AIM14		GO:0097038	PMID:22586098|SGD_REF:S000149671	IDA		C	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20121031	SGD				
SGD	S000003128	AIM14		GO:0032956	PMID:22586098|SGD_REF:S000149671	IMP		P	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20121031	SGD				
SGD	S000003128	AIM14		GO:0005783	PMID:26928762|SGD_REF:S000183046	IDA		C	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20160603	SGD				
SGD	S000003128	AIM14		GO:0016175	PMID:22586098|SGD_REF:S000149671	IMP		F	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20121031	SGD				
SGD	S000003128	AIM14		GO:0016491	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0560	F	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20170902	UniProt				
SGD	S000003128	AIM14		GO:0016021	PMID:12192589|SGD_REF:S000114049	ISM		C	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20110531	SGD				
SGD	S000003128	AIM14		GO:0016722	PMID:10341420|SGD_REF:S000055262	ISA	UniProtKB:P32791	F	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20110527	SGD				
SGD	S000003128	AIM14		GO:0016722	PMID:10341420|SGD_REF:S000055262	ISA	UniProtKB:P36033	F	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20110527	SGD				
SGD	S000003128	AIM14		GO:0016021	PMID:10341420|SGD_REF:S000055262	ISM		C	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20110527	SGD				
SGD	S000003128	AIM14		GO:0055114	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0249	P	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20170902	UniProt				
SGD	S000003128	AIM14		GO:0055114	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0560	P	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20170902	UniProt				
SGD	S000003128	AIM14	colocalizes_with	GO:0005840	PMID:16702403|SGD_REF:S000115662	IDA		C	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20070122	SGD				
SGD	S000003128	AIM14		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR013112	P	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20170902	InterPro				
SGD	S000003128	AIM14		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR013121	P	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20170902	InterPro				
SGD	S000003128	AIM14		GO:0016491	SGD_REF:S000124036	IEA	InterPro:IPR013112	F	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20170902	InterPro				
SGD	S000003128	AIM14		GO:0016491	SGD_REF:S000124036	IEA	InterPro:IPR013121	F	NADPH oxidase localized to the perinuclear ER	YGL160W|YNO1|putative metalloreductase	gene	taxon:559292	20170902	InterPro				
SGD	S000001013	AIM17		GO:0055114	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0560	P	Protein of unknown function	YHL021C|FMP12	gene	taxon:559292	20170902	UniProt				
SGD	S000001013	AIM17		GO:0051213	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0223	F	Protein of unknown function	YHL021C|FMP12	gene	taxon:559292	20170902	UniProt				
SGD	S000001013	AIM17		GO:0005739	PMID:16823961|SGD_REF:S000117178	IDA		C	Protein of unknown function	YHL021C|FMP12	gene	taxon:559292	20061212	SGD				
SGD	S000001013	AIM17		GO:0055114	SGD_REF:S000124036	IEA	InterPro:IPR003819	P	Protein of unknown function	YHL021C|FMP12	gene	taxon:559292	20170902	InterPro				
SGD	S000001013	AIM17		GO:0016491	SGD_REF:S000124036	IEA	InterPro:IPR003819	F	Protein of unknown function	YHL021C|FMP12	gene	taxon:559292	20170902	InterPro				
SGD	S000001013	AIM17		GO:0046872	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0479	F	Protein of unknown function	YHL021C|FMP12	gene	taxon:559292	20170902	UniProt				
SGD	S000001013	AIM17		GO:0005739	PMID:14562095|SGD_REF:S000074185	IDA		C	Protein of unknown function	YHL021C|FMP12	gene	taxon:559292	20031028	SGD				
SGD	S000001013	AIM17		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Protein of unknown function	YHL021C|FMP12	gene	taxon:559292	20170902	UniProt				
SGD	S000001013	AIM17		GO:0005739	PMID:24769239|SGD_REF:S000175707	IDA		C	Protein of unknown function	YHL021C|FMP12	gene	taxon:559292	20150803	SGD				
